document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2011-958,,,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2011-01-18,,,National Science Board; Sunshine Act Meetings; Notice,[],Notice,Data Mining
2010-33244,"FRA proposes to revise the existing regulations containing Railroad Locomotive Safety Standards. The proposed revisions would update, consolidate, and clarify the existing regulations. The proposal incorporates existing industry and engineering best practices related to locomotives and locomotive electronics. This includes the development of a safety analysis for new locomotive electronic systems. FRA believes this proposal will modernize and improve its safety regulatory program related to locomotives.",Notice of proposed rulemaking (NPRM).,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Railroad Administration', 'name': 'Federal Railroad Administration', 'id': 185, 'url': 'https://www.federalregister.gov/agencies/federal-railroad-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/185.json', 'parent_id': 492, 'slug': 'federal-railroad-administration'}]","['Transportation Department', 'Federal Railroad Administration']",,2011-01-12,False,,Locomotive Safety Standards,"['Penalties', 'Railroad safety', 'Reporting and recordkeeping requirements']",Proposed Rule,Data Mining
2010-32298,The inventions listed below are assigned to the United States Government as represented by the Secretary of the Navy and are made available for licensing by the Department of the Navy. Navy Case No. 83951--Apparatus and System for Data Surveillance; Navy Case No. 84021--System and Method for Improved Patient Status Monitoring; Navy Case No. 97188--Software Architecture for Access Control Based on Hierarchical Characteristics; Navy Case No. 97189-- System of Access Control Based on Hierarchical Characteristics; Navy Case No. 97556--Preparation of SERS Substrates on Silica-Coated Magnetic Microspheres; Navy Case No. 98163--Algorithm for minimum antenna size; Navy Case No. 98184--MEMS-Based Multi-Channel Fabry-Perot Interferometer System with Increased Tuning Range and Resolution; Navy Case No. 98330--System and Method for Geodesic Data Mining; Navy Case No. 98408--Method for Determining Collision Risk for Collision Avoidance Systems; Navy Case No. 98582--Electrolytic Fluid Antenna; Navy Case No. 98666--Plasmonic Transistor; Navy Case No. 98721--Static Wireless Data-Glove Apparatus for Gesture Processing and Recognition and Information-Coding and Input Method; Navy Case No. 98722--Host- Centric Method for Automatic Collision Avoidance Decisions; Navy Case No. 98745--Method of Fabricating A Micro-Electro-Mechanical Apparatus for Generating Power Responsive to Mechanical Vibration; Navy Case No. 98763--Hydrostatic Actuated Flood Plug; Navy Case No. 99735--Apparatus for Generating Power Responsive to Mechanical Vibration; Navy Case No. 99740--Tunable Resonant Frequency MEMS Kinetic Energy Harvester; Navy Case No. 99741--Improved Electro-Magnetic Kinetic Energy Harvesting Device Using Increased Magnetic Edge Area; Navy Case No. 99846--Method for Fusing Overhead Imagery with Automatic Vessel Reporting Systems; Navy Case No. 99933--Improved Electrolytic Fluid Antenna; Navy Case No. 100162--Method for Detecting and Mapping Fires Using Features Extracted from Overhead Imagery; Navy Case No. 100190--Device for Maximizing Packing Density with Cylindrical Objects in Cylindrical Cavities; Navy Case No. 100225--Plasmonic Logic Device; Navy Case No. 100249-- Shipboard Winch with Guide Vanes; Navy Case No. 100474--A System and Method for Learning Visual Recognition through Reusable Symbolic Pattern Matching; Navy Case No. 100345--Stand-Off Charging for Batteries; Navy Case No. 100447--Conformal Faraday Effect Antenna; Navy Case No. 100340--Shipboard Antenna Virtual Tuning System and Method; Navy Case No. 100545--Method for Maximizing Packing Density with Cylindrical Objects in Cylindrical Cavities; Navy Case No. 100678-- Battery Tray Holder with Electrical Conductor for Holding Cylindrical Battery Cells; Navy Case No. 100311--System for Amplifying Flow-Induced Vibration Energy Using Boundary Layer and Wake Flow Control; Navy Case No. 100341--Simplified System Status Advisor Providing Uniform Cross-Platform Status Information; Navy Case No. 100809--Time Domain Inertial Sensor; Navy Case No. 100849--Structural Design of a Mechanical Gyro with Increased Sensitivity and Reduced Quadature Error; Navy Case No. 100869--Micro-Resonator with Reduced Acceleration Sensitivity and Phase Noise Using Time Domain Switch.,Notice.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Department of the Navy', 'name': 'Navy Department', 'id': 378, 'url': 'https://www.federalregister.gov/agencies/navy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/378.json', 'parent_id': 103, 'slug': 'navy-department'}]","['Defense Department', 'Navy Department']",,2010-12-23,,,Notice of Availability of Government-Owned Inventions; Available for Licensing,[],Notice,Data Mining
2010-27969,"This final rule with comment period addresses changes to the physician fee schedule and other Medicare Part B payment policies to ensure that our payment systems are updated to reflect changes in medical practice and the relative value of services. It finalizes the calendar year (CY) 2010 interim relative value units (RVUs) and issues interim RVUs for new and revised procedure codes for CY 2011. It also addresses, implements, or discusses certain provisions of both the Affordable Care Act (ACA) and the Medicare Improvements for Patients and Providers Act of 2008 (MIPPA). In addition, this final rule with comment period discusses payments under the Ambulance Fee Schedule (AFS), the Ambulatory Surgical Center (ASC) payment system, and the Clinical Laboratory Fee Schedule (CLFS), payments to end-stage renal disease (ESRD) facilities, and payments for Part B drugs. Finally, this final rule with comment period also includes a discussion regarding the Chiropractic Services Demonstration program, the Competitive Bidding Program for durable medical equipment, prosthetics, orthotics, and supplies (CBP DMEPOS), and provider and supplier enrollment issues associated with air ambulances.",Final rule with comment period.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2010-11-29,True,,Medicare Program; Payment Policies Under the Physician Fee Schedule and Other Revisions to Part B for CY 2011,"['Administrative practice and procedure', 'Emergency medical services', 'Health facilities', 'Health professions', 'Kidney diseases', 'Laboratories', 'Medical devices', 'Medicare', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Rural areas', 'X-rays']",Rule,Data Mining
2010-24564,"Pursuant to the Federal Advisory Committee Act, Public Law 92- 463, the Environmental Protection Agency, Office of Research and Development (ORD), gives notice of a meeting of the Board of Scientific Counselors (BOSC) Executive Committee.",Notice of meeting.,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145.json', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",['Environmental Protection Agency'],,2010-09-30,,,"Board of Scientific Counselors, Executive Committee Meeting-October 2010",[],Notice,Data Mining
2010-23579,"This proposed rule would implement provisions of the Affordable Care Act that establish: Procedures under which screening is conducted for providers of medical or other services and suppliers in the Medicare program, providers in the Medicaid program, and providers in the Children's Health Insurance Program (CHIP); an application fee to be imposed on providers and suppliers; temporary moratoria that may be imposed if necessary to prevent or combat fraud, waste, and abuse under the Medicare and Medicaid programs, and CHIP; guidance for States regarding termination of providers from Medicaid and CHIP if terminated by Medicare or another Medicaid State plan or CHIP; guidance regarding the termination of providers and suppliers from Medicare if terminated by a Medicaid State agency; and requirements for suspension of payments pending credible allegations of fraud in the Medicare and Medicaid programs. This proposed rule would also present an approach and request comments on the provisions of the Affordable Care Act that require providers of medical or other items or services or suppliers within a particular industry sector or category to establish compliance programs.",Proposed rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2010-09-23,True,,"Medicare, Medicaid, and Children's Health Insurance Programs; Additional Screening Requirements, Application Fees, Temporary Enrollment Moratoria, Payment Suspensions and Compliance Plans for Providers and Suppliers","['Accounting', 'Administrative practice and procedure', 'Drugs', 'Emergency medical services', 'Fraud', 'Grant programs-health', 'Health facilities', 'Health insurance', 'Health professions', 'Investigations', 'Kidney diseases', 'Medicaid', 'Medical devices', 'Medicare', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Rural areas', 'Rural areas', 'X-rays']",Proposed Rule,Data Mining
2010-23860,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2010-10-22,2010-09-23,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Data Mining
2010-17207,"This final rule implements the provisions of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5) that provide incentive payments to eligible professionals (EPs), eligible hospitals and critical access hospitals (CAHs) participating in Medicare and Medicaid programs that adopt and successfully demonstrate meaningful use of certified electronic health record (EHR) technology. This final rule specifies--the initial criteria EPs, eligible hospitals, and CAHs must meet in order to qualify for an incentive payment; calculation of the incentive payment amounts; payment adjustments under Medicare for covered professional services and inpatient hospital services provided by EPs, eligible hospitals and CAHs failing to demonstrate meaningful use of certified EHR technology; and other program participation requirements. Also, the Office of the National Coordinator for Health Information Technology (ONC) will be issuing a closely related final rule that specifies the Secretary's adoption of an initial set of standards, implementation, specifications, and certification criteria for electronic health records. ONC has also issued a separate final rule on the establishment of certification programs for health information technology.",Final rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2010-07-28,True,,Medicare and Medicaid Programs; Electronic Health Record Incentive Program,"['Administrative practice and procedure', 'Health facilities', 'Health maintenance organizations (HMO)', 'Health professions', 'Kidney diseases', 'Medicaid', 'Medicare', 'Penalties', 'Privacy', 'Puerto Rico', 'Reporting and recordkeeping requirements']",Rule,Data Mining
2010-15900,"This proposed rule addresses proposed changes to the physician fee schedule and other Medicare Part B payment policies to ensure that our payment systems are updated to reflect changes in medical practice and the relative value of services. It also addresses, implements or discusses certain provisions of both the Affordable Care Act and the Medicare Improvements for Patients and Providers Act of 2008. In addition, this proposed rule discusses payments under the Ambulance Fee Schedule, Clinical Laboratory Fee Schedule, payments to ESRD facilities, and payments for Part B drugs. Finally, the proposed rule includes a discussion regarding the Chiropractic Services Demonstration program, the Competitive Bidding Program for Durable Medical Equipment and Provider and Supplier Enrollment Issues associated with Air Ambulances. (See the Table of Contents for a listing of the specific issues addressed in this proposed rule.)",Proposed rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2010-07-13,True,,Medicare Program; Payment Policies Under the Physician Fee Schedule and Other Revisions to Part B for CY 2011,"['Administrative practice and procedure', 'Emergency medical services', 'Health facilities', 'Health professions', 'Kidney diseases', 'Laboratories', 'Medical devices', 'Medicare', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Rural areas', 'X-rays']",Proposed Rule,Data Mining
2010-14351,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2010-07-07,2010-06-15,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Data Mining
2010-6687,"The Drug Enforcement Administration (DEA) is revising its regulations to provide practitioners with the option of writing prescriptions for controlled substances electronically. The regulations will also permit pharmacies to receive, dispense, and archive these electronic prescriptions. These regulations are in addition to, not a replacement of, the existing rules. The regulations provide pharmacies, hospitals, and practitioners with the ability to use modern technology for controlled substance prescriptions while maintaining the closed system of controls on controlled substances dispensing; additionally, the regulations will reduce paperwork for DEA registrants who dispense controlled substances and have the potential to reduce prescription forgery. The regulations will also have the potential to reduce the number of prescription errors caused by illegible handwriting and misunderstood oral prescriptions. Moreover, they will help both pharmacies and hospitals to integrate prescription records into other medical records more directly, which may increase efficiency, and potentially reduce the amount of time patients spend waiting to have their prescriptions filled.",Interim Final Rule with Request for Comment.,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Drug Enforcement Administration', 'name': 'Drug Enforcement Administration', 'id': 116, 'url': 'https://www.federalregister.gov/agencies/drug-enforcement-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/116.json', 'parent_id': 268, 'slug': 'drug-enforcement-administration'}]","['Justice Department', 'Drug Enforcement Administration']",2010-06-01,2010-03-31,True,,Electronic Prescriptions for Controlled Substances,"['Administrative practice and procedure', 'Chemicals', 'Drug traffic control', 'Prescription drugs', 'Reporting and recordkeeping requirements']",Rule,Data Mining
2010-4837,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2010-03-18,2010-03-08,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Data Mining
E9-31217,"This proposed rule would implement the provisions of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5) that provide incentive payments to eligible professionals (EPs) and eligible hospitals participating in Medicare and Medicaid programs that adopt and meaningfully use certified electronic health record (EHR) technology. The proposed rule would specify the--initial criteria an EP and eligible hospital must meet in order to qualify for the incentive payment; calculation of the incentive payment amounts; payment adjustments under Medicare for covered professional services and inpatient hospital services provided by EPs and eligible hospitals failing to meaningfully use certified EHR technology; and other program participation requirements. Also, as required by ARRA the Office of the National Coordinator for Health Information Technology (ONC) will be issuing a closely related interim final rule that specifies the Secretary's adoption of an initial set of standards, implementation, specifications, and certification criteria for electronic health records. ONC will also be issuing a notice of proposed rulemaking on the process for organizations to conduct the certification of EHR technology.",Proposed rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2010-01-13,True,,Medicare and Medicaid Programs; Electronic Health Record Incentive Program,"['Administrative practice and procedure', 'Health facilities', 'Health maintenance organizations (HMO)', 'Health professions', 'Kidney diseases', 'Medicaid', 'Medicare', 'Penalties', 'Privacy', 'Puerto Rico', 'Reporting and recordkeeping requirements']",Proposed Rule,Data Mining
E9-29328,"The United States Patent and Trademark Office (USPTO) has in place procedures for measuring the quality of patent examination, including the decision to grant a patent based on an application and of other Office actions issued during the examination of the application. The USPTO in conjunction with the Patent Public Advisory Committee (PPAC) has undertaken a project related to overall patent quality. This notice is one element in that endeavor. As part of this effort to improve the quality of the overall patent examination and prosecution process, to reduce patent application pendency, and to ensure that granted patents are valid and provide clear notice, the USPTO would like to focus, inter alia, on improving the process for obtaining the best prior art, preparation of the initial application, and examination and prosecution of the application. The USPTO is seeking public comment directed to this focus with respect to methods that may be employed by applicants and the USPTO to enhance the quality of issued patents, to identify appropriate indicia of quality, and to establish metrics for the measurement of the indicia. This notice is not directed to patent law statutory change or substantive new rules. It is directed to the shared responsibility of the USPTO and the public for improving quality and reducing pendency within the existing statutory and regulatory framework. Comment Deadline Date: To be ensured of consideration, written comments must be received on or before February 8, 2010. No public hearing will be held.",Request for comments.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Patent and Trademark Office', 'name': 'Patent and Trademark Office', 'id': 402, 'url': 'https://www.federalregister.gov/agencies/patent-and-trademark-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/402.json', 'parent_id': 54, 'slug': 'patent-and-trademark-office'}]","['Commerce Department', 'Patent and Trademark Office']",,2009-12-09,,,Request for Comments on Enhancement in the Quality of Patents,[],Notice,Data Mining
E9-27664,"This document seeks comment on how to empower parents to help their children take advantage of the opportunities offered by evolving electronic media technologies while at the same time protecting children from the risks inherent in use of these technologies. It asks for comment about the extent to which children are using electronic media today, the benefits and risks this presents, and the ways in which parents, teachers, and children can help reap the benefits while minimizing the risks of using these technologies. It also asks about the effectiveness of media literacy efforts and about how the Commission can assist with efforts being made by other Federal agencies that are addressing similar issues.",Notice of inquiry.,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161.json', 'parent_id': None, 'slug': 'federal-communications-commission'}]",['Federal Communications Commission'],,2009-11-24,,,Empowering Parents and Protecting Children in an Evolving Media Landscape,[],Proposed Rule,Data Mining
E9-25374,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2009-10-22,,,Notice of Establishment,[],Notice,Data Mining
E9-24304,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2009-11-16,2009-10-09,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Data Mining
E9-22848,"The Food and Drug Administration (FDA), Center for Veterinary Medicine (CVM), and Office of New Animal Drugs (ONADE) is announcing the availability of grant funds for the support of a sole source, cooperative agreement award to Georgetown University, Lombardi Cancer Research Center and Department of Oncology entitled: ``Genome Wide Methylation Arrays for Detection Markers of Increased Susceptibility to Mammary Cancer Caused by In-Utero Exposures to Endocrine Disruptors (U01).'' The main purpose of this study is to help gain an understanding of the extent to which exposures to endocrine disruptors early in life increase later susceptibility to developing breast cancer by inducing heritable epigenetic changes in transcription factors, which are linked to increased breast cancer risk. The study is subject to the requirements of the Federal Food, Drug, and Cosmetic Act (the act) (21 U.S.C. 331, et seq.) regulations issued under it and applicable Department of Health and Human Services statutes and regulations.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2009-09-23,,,Availability of Grant Funds for the Support of Cooperative Agreement Award to Georgetown University Entitled: Genome Wide Methylation Arrays for Detecting Markers of Increased Susceptibility to Mammary Cancer Caused by In-Utero Exposures to Endocrine Disruptors (U01),[],Notice,Data Mining
E9-18326,"This document contains final regulations that provide guidance regarding the treatment of controlled services transactions under section 482 and the allocation of income from intangible property, in particular with respect to contributions by a controlled party to the value of intangible property owned by another controlled party. This document also contains final regulations that modify the regulations under section 861 concerning stewardship expenses to be consistent with the changes made to the regulations under section 482. These final regulations potentially affect controlled taxpayers within the meaning of section 482. They provide updated guidance necessary to reflect economic and legal developments since the issuance of the current guidance.",Final regulations and removal of temporary regulations.,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254.json', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","['Treasury Department', 'Internal Revenue Service']",,2009-08-04,False,,Treatment of Services Under Section 482; Allocation of Income and Deductions From Intangible Property; Stewardship Expense,"['Employment taxes', 'Income taxes', 'Penalties', 'Railroad retirement', 'Reporting and recordkeeping requirements']",Rule,Data Mining
E9-14930,"The Department of Labor (DOL or the Department), Employment and Training Administration (ETA) announces the availability of approximately $50 million in grant funds authorized by the American Recovery and Reinvestment Act of 2009 (the Recovery Act), Public Law 111-5, 123 Stat. 115, Division A, Title VIII, for the Workforce Agencies of the 50 States, the District of Columbia, and U.S. Territories, or a consortium of such agencies, to collect, analyze, and disseminate labor market information, and to enhance the labor exchange infrastructure for careers within the energy efficiency and renewable energy industries described in the SUPPLEMENTARY INFORMATION: Part B of this SGA. The eligible applicant for this grant solicitation is the State Workforce Agency, as States are expected to use workforce and labor market information and data as the foundation on which to build and implement effective workforce development strategies. This SGA encourages collaborative approaches, whereby multiple States apply as a consortium to conduct research that may potentially have a multi-State or national impact (please see Section III.A. for detailed eligibility information). ETA intends to fund individual State grants ranging from approximately $750,000 to $1,250,000. Individual grant awards to consortium applicants will range from $2 to $4 million, contingent upon an adequate justification of proposed project needs and the availability of resources.",,"[{'raw_name': 'DEPARTMENT OF LABOR', 'name': 'Labor Department', 'id': 271, 'url': 'https://www.federalregister.gov/agencies/labor-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/271.json', 'parent_id': None, 'slug': 'labor-department'}, {'raw_name': 'Employment and Training Administration', 'name': 'Employment and Training Administration', 'id': 133, 'url': 'https://www.federalregister.gov/agencies/employment-and-training-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/133.json', 'parent_id': 271, 'slug': 'employment-and-training-administration'}]","['Labor Department', 'Employment and Training Administration']",,2009-06-24,,,American Recovery and Reinvestment Act of 2009; Notice of Availability of Funds and Solicitation for Grant Applications for State Labor Market Information Improvement Grants,[],Notice,Data Mining
E9-13428,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2009-06-18,2009-06-09,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Data Mining
