abstract	title
Under the Medicare Shared Savings Program (Shared Savings Program), providers of services and suppliers that participate in an Accountable Care Organization (ACO) continue to receive traditional Medicare fee-for-service (FFS) payments under Parts A and B, but the ACO may be eligible to receive a shared savings payment if it meets specified quality and savings requirements. This proposed rule addresses changes to the Shared Savings Program that would modify the program's benchmark rebasing methodology to encourage ACOs' continued investment in care coordination and quality improvement, and identifies publicly available data to support modeling and analysis of these proposed changes. In addition, it would streamline the methodology used to adjust an ACO's historical benchmark for changes in its ACO participant composition, offer an alternative participation option to encourage ACOs to enter performance-based risk arrangements earlier in their participation under the program, and establish policies for reopening of payment determinations to make corrections after financial calculations have been performed and ACO shared savings and shared losses for a performance year have been determined.	Medicare Program; Medicare Shared Savings Program; Accountable Care Organizations-Revised Benchmark Rebasing Methodology, Facilitating Transition to Performance-Based Risk, and Administrative Finality of Financial Calculations
	Statement of Organization, Functions, and Delegations of Authority
This final rule will extend enhanced funding for Medicaid eligibility systems as part of a state's mechanized claims processing system, and will update conditions and standards for such systems, including adding to and updating current Medicaid Management Information Systems (MMIS) conditions and standards. These changes will allow states to improve customer service and support the dynamic nature of Medicaid eligibility, enrollment, and delivery systems.	Medicaid Program; Mechanized Claims Processing and Information Retrieval Systems (90/10)
This final rule implements a new Medicare Part A and B payment model under section 1115A of the Social Security Act, called the Comprehensive Care for Joint Replacement (CJR) model, in which acute care hospitals in certain selected geographic areas will receive retrospective bundled payments for episodes of care for lower extremity joint replacement (LEJR) or reattachment of a lower extremity. All related care within 90 days of hospital discharge from the joint replacement procedure will be included in the episode of care. We believe this model will further our goals in improving the efficiency and quality of care for Medicare beneficiaries with these common medical procedures.	Medicare Program; Comprehensive Care for Joint Replacement Payment Model for Acute Care Hospitals Furnishing Lower Extremity Joint Replacement Services
This final rule finalizes waivers of the application of the physician self-referral law, the Federal anti-kickback statute, and the civil monetary penalties (CMP) law provision relating to beneficiary inducements to specified arrangements involving accountable care organizations (ACOs) under section 1899 of the Social Security Act (the Act) (the ``Shared Savings Program''), as set forth in the Interim Final Rule with comment period (IFC) dated November 2, 2011. As explained in greater detail below, in light of legislative changes that occurred after publication of the IFC, this final rule does not finalize waivers of the application of the CMP law provision relating to ``gainsharing'' arrangements. Section 1899(f) of the Act, as added by the Affordable Care Act, authorizes the Secretary to waive certain fraud and abuse laws as necessary to carry out the provisions of section 1899 of the Act.	Medicare Program; Final Waivers in Connection With the Shared Savings Program
This final rule addresses changes to the Medicare Shared Savings Program including provisions relating to the payment of Accountable Care Organizations participating in the Medicare Shared Savings Program. Under the Medicare Shared Savings Program, providers of services and suppliers that participate in an Accountable Care Organizations continue to receive traditional Medicare fee-for-service payments under Parts A and B, but the Accountable Care Organizations may be eligible to receive a shared savings payment if it meets specified quality and savings requirements.	Medicare Program; Medicare Shared Savings Program: Accountable Care Organizations
This proposed rule would modernize the Medicaid managed care regulations to reflect changes in the usage of managed care delivery systems. The proposed rule would align the rules governing Medicaid managed care with those of other major sources of coverage, including coverage through Qualified Health Plans and Medicare Advantage plans; implement statutory provisions; strengthen actuarial soundness payment provisions to promote the accountability of Medicaid managed care program rates; and promote the quality of care and strengthen efforts to reform delivery systems that serve Medicaid and CHIP beneficiaries. It would also ensure appropriate beneficiary protections and enhance policies related to program integrity. This proposed rule would also require states to establish comprehensive quality strategies for their Medicaid and CHIP programs regardless of how services are provided to beneficiaries. This proposed rule would also implement provisions of the Children's Health Insurance Program Reauthorization Act of 2009 (CHIPRA) and addresses third party liability for trauma codes.	Medicaid and Children's Health Insurance Program (CHIP) Programs; Medicaid Managed Care, CHIP Delivered in Managed Care, Medicaid and CHIP Comprehensive Quality Strategies, and Revisions Related to Third Party Liability
In accordance with the requirements of the Privacy Act of 1974, we are proposing to modify an existing SOR titled, ``Chronic Condition Data Repository (CCDR), System No. 09-70-0573'' last published at 71 FR 54495, September 15, 2006. The current name of the SOR, Chronic Condition Data Repository, was developed during the planning and development stages of the system. Upon the implementation and throughout the operations and maintenance stages of the system, the system has been referred to as the Chronic Condition Warehouse (CCW) in common usage and written references. In keeping with this current usage, we will modify the name of this SOR to read, and from this point forward will refer to the system as: ``Chronic Condition Warehouse (CCW).'' We propose to broaden the scope of the system to include data that can be easily linked, at the individual patient level, to all Medicare and Medicaid claims, enrollment and/or eligibility data, nursing home and home health assessments, and CMS beneficiary survey data. Accordingly, we are updating the Authority Section to include Title XVIII of the Social Security Act as amended (the Act); Section 1902(a)(6) of the Act; Section 1142(c)(6) of the Act; and Title IV of the Balanced Budget Act (Pub. L. 105-33). The Record Source Categories section will be modified to include data from two new systems of records: the CMS Encounter Data System, System No. 09-70-0506, and the National Death Index, System No. 09-20-0166. These modifications will make the CCW a more useful tool by which to support research, policy analysis, quality improvement activities, and demonstrations that attempt to foster a better understanding of how to improve the quality of life and contain the health care costs of the chronically ill. We propose to modify existing Routine Use Number 1, to limit disclosures only to contractors of CMS. We also propose to add two new routine uses. Specifically, we propose adding a routine use to permit disclosures to healthcare providers who seek patient information for use in care coordination and quality improvement activities as described at 45 CFR 164.506(c)(4). This routine use will be added as Routine Use Number 4. We also propose adding a routine use to support public or private Qualified Entities (QEs) that use Medicare claims data to evaluate the performance of providers of services and suppliers on measures of quality, efficiency, effectiveness, and resource use. This routine use will be added as routine use number 6. Finally, we are modifying the language in Routine Use Number 3 to include grantees of CMS administered grant programs and have made minor grammatical changes to Routine Use Number 10. These modifications will provide a better explanation as to the need for the routine use, and to clearly state CMS's intention when making disclosures of individually identifiable information contained in this system. We have provided background information about the modified system in the Supplementary Information section below. Although the Privacy Act requires only that the ``Routine Use'' section of the system of records notice be published for comment, CMS invites comments on all portions of this notice. See the Effective Dates section for information on the comment period.	Privacy Act of 1974; Report of Modified System of Records
The Department of Health and Human Services, Administration for Children and Families, Office of Child Support Enforcement requests public comments to inform its upcoming Report to Congress. The Report to Congress (``Report'') is required to be submitted no later than June 30, 2015 under Title III, Section 305 of H.R. 4980 (Pub. L. 113-183), Preventing Sex Trafficking and Strengthening Families Act of 2014. The legislation was signed into law on September 29, 2014. This Request for Information offers the opportunity for interested individuals and organizations to provide input on specific Report requirements or other information that would be valuable to the Report development.	Child Support Enforcement Program; Report to Congress
This proposed rule would amend the safe harbors to the anti- kickback statute and the civil monetary penalty (CMP) rules under the authority of the Office of Inspector General (OIG). The proposed rule would add new safe harbors, some of which codify statutory changes set forth in the Medicare Prescription Drug, Improvement, and Modernization Act of 2003 (MMA) and the Patient Protection and Affordable Care Act, Public Law 111-148, 124 Stat. 119 (2010), as amended by the Health Care and Education Reconciliation Act of 2010, Public Law 111-152, 124 Stat. 1029 (2010) (ACA), and all of which would protect certain payment practices and business arrangements from criminal prosecution or civil sanctions under the anti-kickback statute. We also propose to codify revisions to the definition of ``remuneration,'' added by the Balanced Budget Act (BBA) of 1997 and ACA, and add a gainsharing CMP provision in our regulations.	Medicare and State Health Care Programs: Fraud and Abuse; Revisions to Safe Harbors Under the Anti-Kickback Statute, and Civil Monetary Penalty Rules Regarding Beneficiary Inducements and Gainsharing
In accordance with the requirements of the Privacy Act of 1974, as amended; the Improper Payments Elimination and Recovery Improvement Act of 2012, Public Law (Pub. L.) 112-248, 126 Stat. 2390 (31 U.S.C. 3321 (note)); and OMB Memorandum M-13-20 (Protecting Privacy while Reducing Improper Payments with the Do Not Pay Initiative), this notice announces the establishment of a CMP that CMS plans to conduct with the Bureau of the Fiscal Service (Fiscal Service), Department of Treasury.	Privacy Act of 1974
This final rule updates the payment rates used under the prospective payment system (PPS) for skilled nursing facilities (SNFs) for fiscal year (FY) 2015. In addition, it adopts the most recent Office of Management and Budget (OMB) statistical area delineations to identify a facility's urban or rural status for the purpose of determining which set of rate tables will apply to the facility, and to determine the SNF PPS wage index including a 1-year transition with a blended wage index for all providers for FY 2015. This final rule also contains a revision to policies related to the Change of Therapy (COT) Other Medicare Required Assessment (OMRA). This final rule includes a discussion of a provision related to the Affordable Care Act involving Civil Money Penalties. Finally, this final rule discusses the SNF therapy payment research currently underway within CMS, observed trends related to therapy utilization among SNF providers, and the agency's commitment to accelerating health information exchange in SNFs.	Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities for FY 2015
The final rule will revise the Medicare Advantage (MA) program (Part C) regulations and prescription drug benefit program (Part D) regulations to implement statutory requirements; improve program efficiencies; and clarify program requirements. The final rule also includes several provisions designed to improve payment accuracy.	Medicare Program; Contract Year 2015 Policy and Technical Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Programs
	Statement of Organization, Functions, and Delegations of Authority
In this final rule, the Office of Inspector General (OIG) amends the safe harbor regulation concerning electronic health records items and services, which defines certain conduct that is protected from liability under the Federal anti-kickback statute, section 1128B(b) of the Social Security Act (the Act). Amendments include updating the provision under which electronic health records software is deemed interoperable; removing the electronic prescribing capability requirement; extending the sunset provision until December 31, 2021; limiting the scope of protected donors to exclude laboratory companies; and clarifying the condition that prohibits a donor from taking any action to limit or restrict the use, compatibility, or interoperability of the donated items or services.	Medicare and State Health Care Programs: Fraud and Abuse; Electronic Health Records Safe Harbor Under the Anti-Kickback Statute
This final rule revises the exception to the physician self- referral law that permits certain arrangements involving the donation of electronic health records items and services. Specifically, this final rule extends the expiration date of the exception to December 31, 2021, excludes laboratory companies from the types of entities that may donate electronic health records items and services, updates the provision under which electronic health records software is deemed interoperable, removes the electronic prescribing capability requirement, and clarifies the requirement prohibiting any action that limits or restricts the use, compatibility, or interoperability of donated items or services.	Medicare Program; Physicians' Referrals to Health Care Entities With Which They Have Financial Relationships: Exception for Certain Electronic Health Records Arrangements
The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including any of the following subjects: (1) The necessity and utility of the proposed information collection for the proper performance of the agency's functions; (2) the accuracy of the estimated burden; (3) ways to enhance the quality, utility, and clarity of the information to be collected; and (4) the use of automated collection techniques or other forms of information technology to minimize the information collection burden.	Agency Information Collection Activities: Submission for OMB Review; Comment Request
Statement of organization, functions, and delegations of authority. The Administration for Children and Families (ACF) has reorganized the Office of Child Support Enforcement (OCSE). This reorganization realigns the functions of the Office of Child Support Enforcement. It eliminates the Office of Automation and Program Operations and moves the functions to the Division of Federal Systems. It also eliminates the Division of Special Staffs and moves the functions to the Division of Program Innovation and the Division of Regional Operations. Additionally, it creates the Division of Regional Operations. There are several Division name changes that are as follows: The Division of Management Services to the Division of Business and Resource Management; the Division of Consumer Services to the Division of Customer Communications; the Division of Planning, Research and Evaluation to the Division of Performance and Statistical Analysis; the Division of Policy to the Division of Policy and Training; and the Division of State, Tribal and Local Assistance to the Division of Program Innovation.	Statement of Organization, Functions, and Delegations of Authority
The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (the PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information (including each proposed extension or reinstatement of an existing collection of information) and to allow 60 days for public comment on the proposed action. Interested persons are invited to send comments regarding our burden estimates or any other aspect of this collection of information, including any of the following subjects: (1) The necessity and utility of the proposed information collection for the proper performance of the agency's functions; (2) the accuracy of the estimated burden; (3) ways to enhance the quality, utility, and clarity of the information to be collected; and (4) the use of automated collection techniques or other forms of information technology to minimize the information collection burden.	Agency Information Collection Activities: Proposed Collection; Comment Request
	National Committee on Vital and Health Statistics: Meeting Standards Subcommittee
	Statement of Organization, Functions, and Delegations of Authority
	Statement of Organization, Functions, and Delegations of Authority
This interim final rule with comment period establishes waivers of the application of the Physician Self-Referral Law, the Federal anti-kickback statute, and certain civil monetary penalties (CMP) law provisions to specified arrangements involving accountable care organizations (ACOs) under section 1899 of the Social Security Act (the Act) (the Shared Savings Program), including ACOs participating in the Advance Payment Initiative. Section 1899(f) of the Act, as added by the Affordable Care Act, authorizes the Secretary to waive certain fraud and abuse laws as necessary to carry out the provisions of section 1899 of the Act.	Medicare Program; Final Waivers in Connection With the Shared Savings Program
This final rule amends the regulation governing State Medicaid Fraud Control Units (MFCUs or Units). The rule incorporates statutory changes affecting the Units as well as policy and practice changes that have occurred since the regulation was initially issued in 1978. These changes include a recognition of OIG's delegated authority; Unit authority, functions, and responsibilities; disallowances; and issues related to organization, prosecutorial authority, staffing, recertification, and the Units' relationship with Medicaid agencies. The rule is designed to assist the MFCUs in understanding their authorities and responsibilities under the grant program, clarify the flexibilities the MFCUs have to operate their programs, and reduce administrative burden, where appropriate, by eliminating duplicative and unnecessary reporting requirements.	Medicaid; Revisions to State Medicaid Fraud Control Unit Rules
The Medicare Access and CHIP Reauthorization Act of 2015 (MACRA) repeals the Medicare sustainable growth rate (SGR) methodology for updates to the physician fee schedule (PFS) and replaces it with a new approach to payment called the Quality Payment Program that rewards the delivery of high-quality patient care through two avenues: Advanced Alternative Payment Models (Advanced APMs) and the Merit-based Incentive Payment System (MIPS) for eligible clinicians or groups under the PFS. This final rule with comment period establishes incentives for participation in certain alternative payment models (APMs) and includes the criteria for use by the Physician-Focused Payment Model Technical Advisory Committee (PTAC) in making comments and recommendations on physician-focused payment models (PFPMs). Alternative Payment Models are payment approaches, developed in partnership with the clinician community, that provide added incentives to deliver high-quality and cost-efficient care. APMs can apply to a specific clinical condition, a care episode, or a population. This final rule with comment period also establishes the MIPS, a new program for certain Medicare-enrolled practitioners. MIPS will consolidate components of three existing programs, the Physician Quality Reporting System (PQRS), the Physician Value-based Payment Modifier (VM), and the Medicare Electronic Health Record (EHR) Incentive Program for Eligible Professionals (EPs), and will continue the focus on quality, cost, and use of certified EHR technology (CEHRT) in a cohesive program that avoids redundancies. In this final rule with comment period we have rebranded key terminology based on feedback from stakeholders, with the goal of selecting terms that will be more easily identified and understood by our stakeholders.	Medicare Program; Merit-Based Incentive Payment System (MIPS) and Alternative Payment Model (APM) Incentive Under the Physician Fee Schedule, and Criteria for Physician-Focused Payment Models
This final rule details the requirements for submitting registration and summary results information, including adverse event information, for specified clinical trials of drug products (including biological products) and device products and for pediatric postmarket surveillances of a device product to ClinicalTrials.gov, the clinical trial registry and results data bank operated by the National Library of Medicine (NLM) of the National Institutes of Health (NIH). This rule provides for the expanded registry and results data bank specified in Title VIII of the Food and Drug Administration Amendments Act of 2007 (FDAAA) to help patients find trials for which they might be eligible, enhance the design of clinical trials and prevent duplication of unsuccessful or unsafe trials, improve the evidence base that informs clinical care, increase the efficiency of drug and device development processes, improve clinical research practice, and build public trust in clinical research. The requirements apply to the responsible party (meaning the sponsor or designated principal investigator) for certain clinical trials of drug products (including biological products) and device products that are regulated by the Food and Drug Administration (FDA) and for pediatric postmarket surveillances of a device product that are ordered by FDA.	Clinical Trials Registration and Results Information Submission
This proposed rule would amend the regulation governing State Medicaid Fraud Control Units (MFCUs or Units). The proposed rule would incorporate statutory changes affecting the MFCUs as well as policy and practice changes that have occurred since the regulation was initially issued in 1978. These changes include a codification of OIG's delegated authority, MFCU authority, functions, and responsibilities; disallowances; and issues related to organization, prosecutorial authority, staffing, recertification, and the MFCUs' relationship with Medicaid agencies.	Medicaid; Revisions to State Medicaid Fraud Control Unit Rules
This proposed rule would update the requirements that hospitals and critical access hospitals (CAHs) must meet to participate in the Medicare and Medicaid programs. These proposals are intended to conform the requirements to current standards of practice and support improvements in quality of care, reduce barriers to care, and reduce some issues that may exacerbate workforce shortage concerns.	Medicare and Medicaid Programs; Hospital and Critical Access Hospital (CAH) Changes To Promote Innovation, Flexibility, and Improvement in Patient Care
This final rule modernizes the Medicaid managed care regulations to reflect changes in the usage of managed care delivery systems. The final rule aligns, where feasible, many of the rules governing Medicaid managed care with those of other major sources of coverage, including coverage through Qualified Health Plans and Medicare Advantage plans; implements statutory provisions; strengthens actuarial soundness payment provisions to promote the accountability of Medicaid managed care program rates; and promotes the quality of care and strengthens efforts to reform delivery systems that serve Medicaid and CHIP beneficiaries. It also ensures appropriate beneficiary protections and enhances policies related to program integrity. This final rule also implements provisions of the Children's Health Insurance Program Reauthorization Act of 2009 (CHIPRA) and addresses third party liability for trauma codes.	Medicaid and Children's Health Insurance Program (CHIP) Programs; Medicaid Managed Care, CHIP Delivered in Managed Care, and Revisions Related to Third Party Liability
	National Committee on Vital and Health Statistics: Meeting; Privacy, Security & Confidentiality Subcommittee
We are revising the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals to implement changes arising from our continuing experience with these systems. Some of these changes implement certain statutory provisions contained in the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010 (collectively known as the Affordable Care Act), the Protecting Access to Medicare Act of 2014, and other legislation. These changes are applicable to discharges occurring on or after October 1, 2014, unless otherwise specified in this final rule. We also are updating the rate- of-increase limits for certain hospitals excluded from the IPPS that are paid on a reasonable cost basis subject to these limits. The updated rate-of-increase limits are effective for cost reporting periods beginning on or after October 1, 2014. We also are updating the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long-term care hospitals (LTCHs) and implementing certain statutory changes to the LTCH PPS under the Affordable Care Act and the Pathway for Sustainable Growth Rate (SGR) Reform Act of 2013 and the Protecting Access to Medicare Act of 2014. In addition, we discuss our proposals on the interruption of stay policy for LTCHs and on retiring the ``5 percent'' payment adjustment for co-located LTCHs. While many of the statutory mandates of the Pathway for SGR Reform Act apply to discharges occurring on or after October 1, 2014, others will not begin to apply until 2016 and beyond. In addition, we are making a number of changes relating to direct graduate medical education (GME) and indirect medical education (IME) payments. We are establishing new requirements or revising requirements for quality reporting by specific providers (acute care hospitals, PPS- exempt cancer hospitals, and LTCHs) that are participating in Medicare. We are updating policies relating to the Hospital Value-Based Purchasing (VBP) Program, the Hospital Readmissions Reduction Program, and the Hospital-Acquired Condition (HAC) Reduction Program. In addition, we are making technical corrections to the regulations governing provider administrative appeals and judicial review; updating the reasonable compensation equivalent (RCE) limits, and revising the methodology for determining such limits, for services furnished by physicians to certain teaching hospitals and hospitals excluded from the IPPS; making regulatory revisions to broaden the specified uses of Medicare Advantage (MA) risk adjustment data and to specify the conditions for release of such risk adjustment data to entities outside of CMS; and making changes to the enforcement procedures for organ transplant centers. We are aligning the reporting and submission timelines for clinical quality measures for the Medicare EHR Incentive Program for eligible hospitals and critical access hospitals (CAHs) with the reporting and submission timelines for the Hospital IQR Program. In addition, we provide guidance and clarification of certain policies for eligible hospitals and CAHs such as our policy for reporting zero denominators on clinical quality measures and our policy for case threshold exemptions. In this document, we are finalizing two interim final rules with comment period relating to criteria for disproportionate share hospital uncompensated care payments and extensions of temporary changes to the payment adjustment for low-volume hospitals and of the Medicare- Dependent, Small Rural Hospital (MDH) Program.	Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Fiscal Year 2015 Rates; Quality Reporting Requirements for Specific Providers; Reasonable Compensation Equivalents for Physician Services in Excluded Hospitals and Certain Teaching Hospitals; Provider Administrative Appeals and Judicial Review; Enforcement Provisions for Organ Transplant Centers; and Electronic Health Record (EHR) Incentive Program
In compliance with section 3507(a)(1)(D) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, has submitted an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB) for review and approval. The ICR is for renewal of the approved information collection assigned OMB control number 0990-0162 scheduled to expire on January 31, 2014 Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public on this ICR during the review and approval period.	Agency Information Collection Activities; Submission to OMB for Review and Approval; Public Comment Request
The Centers for Disease Control and Prevention (CDC) located within the Department of Health and Human Services (HHS) announces the launch of the Predict the Influenza Season Challenge. Each year annual epidemics of influenza occur in the United States. However, variations in the timing and intensity of the season occur each year. Early insights into the timing of the beginning, the peak, and the intensity of the influenza season would be very useful in planning vaccination campaigns, targeting resources and therefore reducing costs associated with influenza prevention and control, and communicating prevention messages to the public. Mathematical and statistical models can be useful in predicting the timing and impact of the influenza season, but no models published to date have successfully predicted key influenza season milestones with sufficient accuracy. The Influenza Division, National Center for Immunization and Respiratory Diseases, CDC would like to invest in innovation through the research and development of mathematical and statistical models that use digital surveillance data (e.g. Twitter, internet search data, web surveys, etc.) to predict the timing, peak, and intensity of the upcoming influenza season. By hosting this challenge, the Influenza Division is able to garner the technical innovation required to accurately forecast the influenza season for less resources than would be required through more traditional mechanisms. Furthermore, this challenge will allow the Influenza Division to foster competition and receive and evaluate multiple influenza season forecasts from a number of scientists using a variety of different methodologies, which would not be possible if a single entity were funded. Accurate influenza forecasts have the potential to reduce long-term costs by more efficiently utilizing resources that are available to track influenza and implement control measures during the influenza season. The challenge could be solved by applying any mathematical, statistical, or other approach to predictive modeling. This challenge will provide the Influenza Division with methods that advance the science of prediction modeling, enhance the understanding of influenza modeling and the use of digital data for influenza surveillance, and improve the implementation of prevention and control measures for seasonal influenza. The historical national surveillance data that could be used to enable training and correlation model development by competitors are available at http://gis.cdc.gov/grasp/fluview/fluportaldashboard.html and are updated every Friday at noon. The competitors' predictions and methodology describing their models will comprise their initial challenge entry. Eight subsequent bi-weekly submissions of predictions based on the submitted methodology are also required. Predictions must be national in scope but may also include HHS region predictions; all predictions must be scaled to ILINet. Competitors' models will be evaluated based on the methodology and how well the predictions match the 2013-14 influenza season as measured by the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet: http:// www.cdc.gov/flu/weekly/overview.htm#Outpatient). The competition will award a $75,000 prize and singular recognition to the person or team that most closely predicts the influenza season.	Announcement of Requirements and Registration for the Predict the Influenza Season Challenge
In compliance with section 3506(c)(2)(A) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). The ICR is for extending the use of the approved information collection assigned OMB control number 0990-0162, which expires on January 31, 2014. Prior to submitting that ICR to OMB, OS seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR.	Agency Information Collection Activities; Proposed Collection; Public Comment Request
This final rule implements provisions of the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010 (collectively referred to as the Affordable Care Act. This final rule finalizes new Medicaid eligibility provisions; finalizes changes related to electronic Medicaid and the Children's Health Insurance Program (CHIP) eligibility notices and delegation of appeals; modernizes and streamlines existing Medicaid eligibility rules; revises CHIP rules relating to the substitution of coverage to improve the coordination of CHIP coverage with other coverage; and amends requirements for benchmark and benchmark- equivalent benefit packages consistent with sections 1937 of the Social Security Act (which we refer to as ``alternative benefit plans'') to ensure that these benefit packages include essential health benefits and meet certain other minimum standards. This rule also implements specific provisions including those related to authorized representatives, notices, and verification of eligibility for qualifying coverage in an eligible employer-sponsored plan for Affordable Insurance Exchanges. This rule also updates and simplifies the complex Medicaid premium and cost sharing requirements, to promote the most effective use of services, and to assist states in identifying cost sharing flexibilities. It includes transition policies for 2014 as applicable.	Medicaid and Children's Health Insurance Programs: Essential Health Benefits in Alternative Benefit Plans, Eligibility Notices, Fair Hearing and Appeal Processes, and Premiums and Cost Sharing; Exchanges: Eligibility and Enrollment
This final rule amends a provision in HHS regulations prohibiting State Medicaid Fraud Control Units (MFCU) from using Federal matching funds to identify fraud through screening and analyzing State Medicaid data, known as data mining. To support and modernize MFCU efforts to effectively pursue Medicaid provider fraud, we finalize proposals to permit Federal financial participation (FFP) in costs of defined data mining activities under specified circumstances. In addition, we finalize requirements that MFCUs annually report costs and results of approved data mining activities to OIG.	State Medicaid Fraud Control Units; Data Mining
The Food and Drug Administration (FDA) announces its intention to accept and consider a single source application for an award of a cooperative agreement to the World Health Organization (WHO) in support of collaborative efforts to advance innovative approaches to vaccine clinical trial design and to enhance the utilization of a range of pharmacovigilance tools as a means to further vaccine safety and potentially facilitate more rapid introduction of new vaccines. The goal of FDA's Center for Biologics Evaluation and Research (CBER) is to enhance technical collaboration and cooperation between FDA, WHO, and its Member States to facilitate strengthening regulatory capacity globally.	Cooperative Agreement To Support Innovation in Vaccine Clinical Trial Design and Collaboration in Pharmacovigilance To Advance Global Access to Safe and Effective Vaccines
This final rule revises the requirements that hospitals and critical access hospitals (CAHs) must meet to participate in the Medicare and Medicaid programs. These changes are an integral part of our efforts to reduce procedural burdens on providers. This rule reflects the Centers for Medicare and Medicaid Services' (CMS) commitment to the general principles of the President's Executive Order 13563, released January 18, 2011, entitled ``Improving Regulation and Regulatory Review.''	Medicare and Medicaid Programs; Reform of Hospital and Critical Access Hospital Conditions of Participation
The Food and Drug Administration (FDA) is announcing the availability of a draft guidance for industry entitled ``E2C(R2) Periodic Benefit-Risk Evaluation Report.'' The draft guidance was prepared under the auspices of the International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). The draft guidance updates and combines two ICH guidances, ``E2C Clinical Safety Data Management: Periodic Safety Update Reports for Marketed Drugs'' (E2C guidance) and ``Addendum to E2C Clinical Safety Data Management: Periodic Safety Update Reports for Marketed Drugs'' (addendum to the E2C guidance). The draft guidance describes the format, content, and timing of a periodic benefit-risk evaluation report (PBRER) for an approved drug or biologic. The harmonized PBRER is intended to promote a consistent approach to periodic postmarket safety reporting among the ICH regions and to enhance efficiency by reducing the number of reports generated for submission to the regulatory authorities.	International Conference on Harmonisation; Draft Guidance for Industry on E2C(R2) Periodic Benefit-Risk Evaluation Report; Availability
This final rule will implement the new Affordable Insurance Exchanges (``Exchanges''), consistent with title I of the Patient Protection and Affordable Care Act of 2010 as amended by the Health Care and Education Reconciliation Act of 2010, referred to collectively as the Affordable Care Act. The Exchanges will provide competitive marketplaces for individuals and small employers to directly compare available private health insurance options on the basis of price, quality, and other factors. The Exchanges, which will become operational by January 1, 2014, will help enhance competition in the health insurance market, improve choice of affordable health insurance, and give small businesses the same purchasing clout as large businesses.	Patient Protection and Affordable Care Act; Establishment of Exchanges and Qualified Health Plans; Exchange Standards for Employers
The Food and Drug Administration (FDA) is announcing that a proposed collection of information has been submitted to the Office of Management and Budget (OMB) for review and clearance under the Paperwork Reduction Act of 1995.	Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Examination of Online Direct-to-Consumer Prescription Drug Promotion
This final rule with comment period addresses changes to the physician fee schedule and other Medicare Part B payment policies to ensure that our payment systems are updated to reflect changes in medical practice and the relative value of services. It also addresses, implements or discusses certain statutory provisions including provisions of the Patient Protection and Affordable Care Act, as amended by the Health Care and Education Reconciliation Act of 2010 (collectively known as the Affordable Care Act) and the Medicare Improvements for Patients and Providers Act (MIPPA) of 2008. In addition, this final rule with comment period discusses payments for Part B drugs; Clinical Laboratory Fee Schedule: Signature on Requisition; Physician Quality Reporting System; the Electronic Prescribing (eRx) Incentive Program; the Physician Resource-Use Feedback Program and the value modifier; productivity adjustment for ambulatory surgical center payment system and the ambulance, clinical laboratory, and durable medical equipment prosthetics orthotics and supplies (DMEPOS) fee schedules; and other Part B related issues.	Medicare Program; Payment Policies Under the Physician Fee Schedule, Five-Year Review of Work Relative Value Units, Clinical Laboratory Fee Schedule: Signature on Requisition, and Other Revisions to Part B for CY 2012
