document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2016-01909,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2016-02-12,2016-02-03,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2016-01514,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Ad Hoc Task Force on Big Data. This task force reports to the NASA Advisory Council's Science Committee. The meeting will be held for the purpose of soliciting and discussing, from the scientific community and other persons, scientific and technical information relevant to big data.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2016-01-27,,,NASA Advisory Council; Science Committee; Ad Hoc Task Force on Big Data; Meeting,[],Notice,Big Data
2015-32768,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2015-12-30,,,Office of the Director; Amended Notice of Meeting,[],Notice,Big Data
2015-32344,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2015-12-23,,,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-ODPI, Inc.",[],Notice,Big Data
2015-31162,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-01-11,2015-12-11,,,"Office of The Director, National Institutes of Health; Notice of Meeting",[],Notice,Big Data
2015-28743,"The Department of Commerce, International Trade Administration (ITA), is requesting nominations to fill vacancies on the Advisory Committee on Supply Chain Competitiveness (Committee). The Committee was established under the Federal Advisory Committee Act, 5 U.S.C. App. The Committee was first chartered on November 21, 2011, and renewed on November 20, 2013. The Committee has functioned effectively, and the Department has an on-going need for consensus advice regarding supply chain competitiveness. The Department anticipates renewing the Committee for another two-year term. The Committee advises the Secretary on the necessary elements of a comprehensive policy approach to supply chain competitiveness designed to support U.S. export growth and national economic competitiveness, encourage innovation, facilitate the movement of goods, and improve the competitiveness of U.S. supply chains for goods and services in the domestic and global economy; and provides advice to the Secretary on regulatory policies and programs and investment priorities that affect the competitiveness of U.S. supply chains. The Department is seeking nominations to fill vacancies on the Committee for the upcoming Charter term anticipated to start in November 2015.",Notice of an opportunity to apply for membership on the Advisory Committee on Supply Chain Competitiveness.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'International Trade Administration', 'name': 'International Trade Administration', 'id': 261, 'url': 'https://www.federalregister.gov/agencies/international-trade-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/261.json', 'parent_id': 54, 'slug': 'international-trade-administration'}]","['Commerce Department', 'International Trade Administration']",,2015-11-12,,,Advisory Committee on Supply Chain Competitiveness Solicitation of Nominations for Membership,[],Notice,Big Data
2015-27445,"The National Endowment for the Humanities (NEH) announces the Chronicling America: Historic American Newspapers Data Challenge under Section 105 of the America COMPETES Reauthorization Act of 2010 (Pub. L. 111-358). This challenge encourages the creation of web-based tools, data visualizations, and other creative uses of the information found in the Chronicling America historic newspaper database.",Notice.,"[{'raw_name': 'NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES', 'name': 'National Foundation on the Arts and the Humanities', 'id': 342, 'url': 'https://www.federalregister.gov/agencies/national-foundation-on-the-arts-and-the-humanities', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/342.json', 'parent_id': None, 'slug': 'national-foundation-on-the-arts-and-the-humanities'}]",['National Foundation on the Arts and the Humanities'],,2015-10-28,,,Announcement of Chronicling America: Historic American Newspapers,[],Notice,Big Data
2015-27101,"The President's National Security Telecommunications Advisory Committee (NSTAC) will meet on Tuesday, November 10, 2015, in Washington, DC. The meeting will be partially closed to the public.",Committee Management; Notice of Partially Closed Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}]",['Homeland Security Department'],,2015-10-26,,,President's National Security Telecommunications Advisory Committee,[],Notice,Big Data
2015-25559,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Earth Science Subcommittee of the NASA Advisory Council (NAC). This Subcommittee reports to the Science Committee of the NAC. The meeting will be held for the purpose of soliciting, from the scientific community and other persons, scientific and technical information relevant to program planning.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2015-10-07,,,NASA Advisory Council; Science Committee; Earth Science Subcommittee; Meeting,[],Notice,Big Data
2015-24486,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-10-21,2015-09-28,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-23299,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-10-08,2015-09-17,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-21756,"The departments and agencies listed in this document propose revisions to modernize, strengthen, and make more effective the Federal Policy for the Protection of Human Subjects that was promulgated as a Common Rule in 1991. This NPRM seeks comment on proposals to better protect human subjects involved in research, while facilitating valuable research and reducing burden, delay, and ambiguity for investigators. This proposed rule is an effort to modernize, simplify, and enhance the current system of oversight. The participating departments and agencies propose these revisions to the human subjects regulations because they believe these changes would strengthen protections for research subjects while facilitating important research.",Notice of proposed rulemaking.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}, {'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}, {'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Social Security Administration', 'name': 'Social Security Administration', 'id': 470, 'url': 'https://www.federalregister.gov/agencies/social-security-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/470.json', 'parent_id': None, 'slug': 'social-security-administration'}, {'raw_name': 'Agency for International Development', 'name': 'Agency for International Development', 'id': 6, 'url': 'https://www.federalregister.gov/agencies/agency-for-international-development', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/6.json', 'parent_id': None, 'slug': 'agency-for-international-development'}, {'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'DEPARTMENT OF LABOR', 'name': 'Labor Department', 'id': 271, 'url': 'https://www.federalregister.gov/agencies/labor-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/271.json', 'parent_id': None, 'slug': 'labor-department'}, {'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}, {'raw_name': 'DEPARTMENT OF VETERANS AFFAIRS', 'name': 'Veterans Affairs Department', 'id': 520, 'url': 'https://www.federalregister.gov/agencies/veterans-affairs-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/520.json', 'parent_id': None, 'slug': 'veterans-affairs-department'}, {'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145.json', 'parent_id': None, 'slug': 'environmental-protection-agency'}, {'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}, {'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}]","['Homeland Security Department', 'Agriculture Department', 'Energy Department', 'National Aeronautics and Space Administration', 'Commerce Department', 'Social Security Administration', 'Agency for International Development', 'Justice Department', 'Labor Department', 'Defense Department', 'Education Department', 'Veterans Affairs Department', 'Environmental Protection Agency', 'Health and Human Services Department', 'National Science Foundation', 'Transportation Department']",,2015-09-08,True,,Federal Policy for the Protection of Human Subjects,"['Human research subjects', 'Reporting and recordkeeping requirements', 'Research']",Proposed Rule,Big Data
2015-21117,"The Bureau of the Census (Census Bureau) is giving notice of a meeting of the Census Scientific Advisory Committee (C-SAC). The Committee will address policy, research, and technical issues relating to a full range of Census Bureau programs and activities, including communications, decennial, demographic, economic, field operations, geographic, information technology, and statistics. The C-SAC will meet in a plenary session on September 17-18, 2015. Last minute changes to the schedule are possible, which could prevent giving advance public notice of schedule adjustments. Please visit the Census Advisory Committees Web site for the most current meeting agenda at: http:// www.census.gov/cac/. The meeting will be available via webcast at: http://www.census.gov/newsroom/census-live.html or at http:// www.ustream.tv/embed/6504322?wmode=direct.",Notice of public meeting.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of the Census', 'name': 'Census Bureau', 'id': 42, 'url': 'https://www.federalregister.gov/agencies/census-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/42.json', 'parent_id': 54, 'slug': 'census-bureau'}]","['Commerce Department', 'Census Bureau']",,2015-08-27,,,Census Scientific Advisory Committee,[],Notice,Big Data
2015-20213,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-09-24,2015-08-17,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-19621,"The Office of the National Coordinator for Health Information Technology (ONC) is seeking applications to the Health Information Technology Policy Committee (HITPC) and the Health Information Technology Standards Committee (HITSC). Name of Committees: Health IT Standards Committee and Health IT Policy Committee. General Function of the Committees: The HITPC is charged to provide recommendations to the National Coordinator on a policy framework for the development and adoption of a nationwide health information technology infrastructure that permits the electronic exchange and use of health information as is consistent with the Federal Health IT Strategic Plan and that includes recommendations on the areas in which standards, implementation specifications, and certification criteria are needed. The HITSC is charged to provide recommendations to the National Coordinator on standards, implementation specifications, and certification criteria for the electronic exchange and use of health information for purposes of adoption, consistent with the implementation of the Federal Health IT Strategic Plan, and in accordance with policies developed by the Health IT Policy Committee. Date and Time: Applications must be received by 12:00 p.m. on Friday, September 11, 2015. Contact Person: Michelle Consolazio, phone: (202) 341-6144, email: michelle.consolazio@hhs.gov . Background: The Health IT Policy Committee was established under the American Recovery and Reinvestment Act 2009 (ARRA)(P.L. 111-5), section 13101, new Section 3002. Members of the Health IT Policy Committee are appointed in the following manner: 3 members appointed by the Secretary, HHS; 4 members appointed by Congress; 13 members appointed by the Comptroller General of the United States; and other federal members appointed by the President. Applications are being accepted for one of the three members appointed by the Secretary of HHS. Nominees of the HITPC should have experience promoting the meaningful use of health information technology and be knowledgeable in privacy and security issues related to health information. The Health IT Standards Committee was established under the American Recovery and Reinvestment Act 2009 (ARRA) (Pub. L. 111-5), section 13101, new Section 3003. Members of the Health IT Standards Committee are appointed by the Secretary, HHS and shall at least reflect providers, ancillary healthcare workers, consumers, purchasers, health plans, technology vendors, researchers, relevant Federal agencies, and individuals with technical expertise on health care quality, privacy and security, and on the electronic exchange and use of health information. Nominees of the HITSC should have experience promoting the meaningful use of health information technology and be knowledgeable in areas such as: small innovative health care providers, providers participating in payment reform initiatives, accountable care organizations, pharmacists, behavioral health professionals, home health care, purchaser or employer representatives, patient safety, health information technology security, big data, consumer e-health, personal health records, and mobile health applications. Members will be selected in order to achieve a balanced representation of viewpoints, areas of experience, subject matter expertise, and representation of the health care system. Terms will be three (3) years from the appointment date to either the HITSC or HITPC. Members on both Committees serve without pay. However, members will be provided per diem and travel costs for Committee services. The HITPC will be seeking applications for the following area of expertise: <bullet> Consumer/Patient Representative The HITSC will be seeking applications for the following areas of expertise: <bullet> Technical Expertise, Small Innovative Provider <bullet> Technical Expertise, CIO <bullet> Health Plans Representative <bullet> Technical Expertise, Health IT (2) <bullet> Purchaser/Employer Representative <bullet> Long-term Care Representative <bullet> Ancillary Healthcare Worker Representative For more information about the HITPC please visit: http:// www.healthit.gov/facas/health-it-policy-committee For more information about the HITSC please visit: http:// www.healthit.gov/facas/health-it-standards-committee. Submitting Applications: Applications should be submitted electronically through the application database FACA application page on the HealthIT.gov Web site at: http://www.healthit.gov/facas/faca- workgroup-membership-application. All applications must be compiled and submitted in one complete package. An application package must include: A short bio, a current CV including contact information and memberships with professional organizations/advisory committees, and two letters of support.",Call for applications.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2015-08-10,,,Health IT Policy Committee and Health IT Standards Committee; Call for Applications,[],Notice,Big Data
2015-19285,"The Reagan-Udall Foundation (RUF) for the Food and Drug Administration (FDA), which was created by Title VI of the Food and Drug Amendments of 2007, is requesting nominations for its Big Data for Patients (BD4P) Steering Committee. The Steering Committee will provide oversight and guidance for the BD4P program, and will report to the Reagan-Udall Foundation for the FDA's Board of Directors.",Request for nominations to the Steering Committee for the Foundation's Big Data for Patients (BD4P) Program.,"[{'raw_name': 'REAGAN-UDALL FOUNDATION FOR THE FOOD AND DRUG ADMINISTRATION', 'name': 'Reagan-Udall Foundation for the Food and Drug Administration', 'id': 445, 'url': 'https://www.federalregister.gov/agencies/reagan-udall-foundation-for-the-food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/445.json', 'parent_id': None, 'slug': 'reagan-udall-foundation-for-the-food-and-drug-administration'}]",['Reagan-Udall Foundation for the Food and Drug Administration'],,2015-08-06,,,Request for Steering Committee Nominations,[],Notice,Big Data
2015-18627,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2015-07-30,,,Notice Pursuant to the National Cooperative Research and Production Act of 1993-The Telemanagement Forum,[],Notice,Big Data
2015-18383,"The President's National Security Telecommunications Advisory Committee (NSTAC) will meet via teleconference on Wednesday, August 12, 2015. The meeting will be open to the public.",Committee Management; Notice of an Open Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}]",['Homeland Security Department'],,2015-07-27,,,President's National Security Telecommunications Advisory Committee,[],Notice,Big Data
2015-13688,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-06-29,2015-06-05,,,Center For Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-12632,"The National Institute on Drug Abuse (NIDA), a component of the National Institutes of Health (NIH), is seeking from the general public ideas on how to adapt specialized knowledge from other disciplines to inform new directions and discoveries in drug abuse and addiction research. With the ``Harnessing insights from other disciplines to advance drug abuse and addiction research'' challenge (the ``Challenge''), NIDA aims to gain insights into new methods or approaches that could transform discovery in order to significantly expand our basic knowledge about drug abuse and addiction processes, accelerate the development of novel and more effective prevention and treatment strategies, and/or enhance our capacity to implement, monitor, and improve upon evidence-based interventions. This Challenge is soliciting written proposals that outline novel approaches to addressing research challenges in the drug use and addiction field by leveraging concepts or technologies from other disciplines. This Challenge is being issued as part of NIDA's strategic planning process for 2016-2020. Winning proposals may be used to guide the development of new research programs within NIDA.",,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2015-05-26,,,Announcement of Requirements and Registration for: “Harnessing Insights From Other Disciplines To Advance Drug Abuse and Addiction Research” Challenge,[],Notice,Big Data
2015-12628,"The Draft National Nutrition Research Roadmap (NNRR) identifies research priorities for human nutrition and describes the role of ICHNR departments and agencies in addressing those priorities over the next five to ten years. ICHNR seeks input about identified research and resource gaps and opportunities and the short- and long- term initiatives proposed to address them. To review the NNRR, please visit https://prevention.nih.gov/nnrr.",,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2015-05-26,,,Request From the Interagency Committee on Human Nutrition Research (ICHNR) for Comments on the Draft National Nutrition Research Roadmap 2015-2020: Advancing Nutrition Research To Improve and Sustain Health,[],Notice,Big Data
2015-12541,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-06-08,2015-05-26,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-12540,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-06-15,2015-05-26,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2015-11472,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2015-05-29,2015-05-13,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
