document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2018-24714,"The National Institute of Standards and Technology (NIST) is developing a framework that can be used to improve organizations' management of privacy risk for individuals arising from the collection, storage, use, and sharing of their information.\1\ The NIST Privacy Framework: An Enterprise Risk Management Tool (``Privacy Framework''), is intended for voluntary use and is envisioned to consist of outcomes and approaches that align policy, business, technological, and legal approaches to improve organizations' management of processes for incorporating privacy protections into products and services. This notice requests information to help identify, understand, refine, and guide development of the Privacy Framework. The Privacy Framework will be developed through a consensus-driven, open, and collaborative process that will include workshops and other opportunities to provide input. ---------------------------------------------------------------------------",Notice; request for information (RFI).,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Institute of Standards and Technology', 'name': 'National Institute of Standards and Technology', 'id': 352, 'url': 'https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/352.json', 'parent_id': 54, 'slug': 'national-institute-of-standards-and-technology'}]","['Commerce Department', 'National Institute of Standards and Technology']",,2018-11-14,,,Developing a Privacy Framework,[],Notice,Artificial Intelligence
2018-24668,"Pursuant to the Cybersecurity Enhancement Act of 2014, Federal agencies must update the Federal cybersecurity research and development (R&D) strategic plan every four years. The NITRD NCO seeks public input for the 2019 update of the Federal cybersecurity R&D strategic plan. The updated plan will be used to guide and coordinate federally funded research in cybersecurity, including cybersecurity education and workforce development, and the development of consensus-based standards and best practices in cybersecurity.",Notice of request for information.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2018-11-13,,,Request for Information on Update to the 2016 Federal Cybersecurity Research and Development Strategic Plan,[],Notice,Artificial Intelligence
2018-24279,,,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}]",['Commerce Department'],,2018-11-07,,,Submission for OMB Review; Comment Request,[],Notice,Artificial Intelligence
2018-23460,"On October 17, 2018, NOAA published a notice in the Federal Register soliciting nominations for members of the NOAA Science Advisory Board (SAB). The closing date for receiving nominations in that notice was incorrect. This document corrects that date to November 30, 2018.",Notice of solicitation for members of the NOAA Science Advisory Board; correction.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2018-10-26,,,Solicitation for Members of the NOAA Science Advisory Board; Correction,[],Notice,Artificial Intelligence
2018-22637,"NOAA is soliciting nominations for members of the NOAA Science Advisory Board (SAB). The SAB is the only Federal Advisory Committee with the responsibility to advise the Under Secretary of Commerce for Oceans, Atmosphere, and NOAA Administrator on long- and short-range strategies for research, education, and application of science to resource management and environmental assessment and prediction. The SAB consists of approximately fifteen members reflecting the full breadth of NOAA's areas of responsibility and assists NOAA in maintaining a complete and accurate understanding of scientific issues critical to the agency's missions.",Notice of solicitation for members of the NOAA Science Advisory Board.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2018-10-17,,,Solicitation for Members of the NOAA Science Advisory Board,[],Notice,Artificial Intelligence
2018-22023,The Department of Defense (DoD) is publishing this notice to announce that the following federal advisory committee meeting of the Defense Innovation Board (DIB) will take place.,Notice of federal advisory committee meeting.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Office of the Secretary'}]","['Defense Department', 'Office of the Secretary']",,2018-10-10,,,Defense Innovation Board; Notice of Federal Advisory Committee Meeting,[],Notice,Artificial Intelligence
2018-22186,,,"[{'raw_name': 'EXECUTIVE OFFICE OF THE PRESIDENT', 'name': 'Executive Office of the President', 'id': 538, 'url': 'https://www.federalregister.gov/agencies/executive-office-of-the-president', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/538.json', 'parent_id': None, 'slug': 'executive-office-of-the-president'}]",['Executive Office of the President'],,2018-10-10,,Proclamation,"National Manufacturing Day, 2018",[],Presidential Document,Artificial Intelligence
2018-21220,,,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2018-10-01,,,Advisory Committee for Engineering; Notice of Meeting,[],Notice,Artificial Intelligence
2018-21170,,,"[{'raw_name': 'DEPARTMENT OF STATE', 'name': 'State Department', 'id': 476, 'url': 'https://www.federalregister.gov/agencies/state-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/476.json', 'parent_id': None, 'slug': 'state-department'}]",['State Department'],,2018-09-28,,,Notice of Public Meeting of the International Telecommunication Advisory Committee and Preparations for Upcoming International Telecommunications Meetings,[],Notice,Artificial Intelligence
2018-20914,"On behalf of the National Science and Technology Council's (NSTC) Select Committee on Artificial Intelligence (Select Committee), NITRD NCO requests input from all interested parties on the National Artificial Intelligence Research and Development Strategic Plan. Through this Request for Information (RFI), NITRD NCO seeks input from the public, including those directly performing Artificial Intelligence (AI) research and development (R&D) and directly affected by such R&D, on whether the strategic plan should be revised and, if so, the ways in which it may be improved. This includes suggestions as to the addition, removal, or modification of strategic aims, comments as to existing strategic aims as well as their past or future implementation by the Federal government. The public input provided in response to this RFI will inform NITRD NCO and the Select Committee in updating the National Artificial Intelligence Research and Development Strategic Plan.",Notice of Request for Information.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2018-09-26,,,Request for Information on Update to the 2016 National Artificial Intelligence Research and Development Strategic Plan,[],Notice,Artificial Intelligence
2018-18893,"The Department of Commerce announces the establishment of the American Workforce Policy Advisory Board, pursuant to Executive Order 13845, Establishing the President's National Council for the American Worker, (E.O. 13845 or executive order), and in accordance with the Federal Advisory Committee Act (FACA). The Board will provide advice and recommendations to the National Council for the American Worker (Council) on ways to encourage the private sector and educational institutions to combat the skills crisis by investing in and increasing demand-driven education, training, and re-training, including training through apprenticeships and work-based learning opportunities. The Secretary of Commerce is also requesting nominations for membership to the Board. The President, with input from the Secretary of Commerce and Advisor to the President overseeing the Office of Economic Initiatives (as co-chairs of the Board), will consider nominations received in response to this notice.",Notice; solicitation of nominations.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Economics and Statistics Administration', 'name': 'Economics and Statistics Administration', 'id': 124, 'url': 'https://www.federalregister.gov/agencies/economics-and-statistics-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/124.json', 'parent_id': 54, 'slug': 'economics-and-statistics-administration'}]","['Commerce Department', 'Economics and Statistics Administration']",,2018-08-30,,,Notice of Establishment of American Workforce Policy Advisory Board; Solicitation of Nominations for Membership on Advisory Board,[],Notice,Artificial Intelligence
2018-18815,"NOAA is soliciting nominations for members of the NOAA Science Advisory Board (SAB). The SAB is the only Federal Advisory Committee with the responsibility to advise the Under Secretary of Commerce for Oceans, Atmosphere, and NOAA Administrator on long- and short-range strategies for research, education, and application of science to resource management and environmental assessment and prediction. The SAB consists of approximately fifteen members reflecting the full breadth of NOAA's areas of responsibility and assists NOAA in maintaining a complete and accurate understanding of scientific issues critical to the agency's missions.",Notice of solicitation for members of the NOAA Science Advisory Board.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2018-08-30,,,Science Advisory Board; Solicitation for Members of the NOAA Science Advisory Board,[],Notice,Artificial Intelligence
2018-18663,"NOAA is soliciting nominations for members of the NOAA Science Advisory Board (SAB). The SAB is the only Federal Advisory Committee with the responsibility to advise the Under Secretary of Commerce for Oceans, Atmosphere, and NOAA Administrator on long- and short-range strategies for research, education, and application of science to resource management and environmental assessment and prediction. The SAB consists of approximately fifteen members reflecting the full breadth of NOAA's areas of responsibility and assists NOAA in maintaining a complete and accurate understanding of scientific issues critical to the agency's missions.",Notice of solicitation for members of the NOAA Science Advisory Board.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2018-08-29,,,Science Advisory Board; Solicitation for Members of the NOAA Science Advisory Board,[],Notice,Artificial Intelligence
2018-18374,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Census Bureau', 'name': 'Census Bureau', 'id': 42, 'url': 'https://www.federalregister.gov/agencies/census-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/42.json', 'parent_id': 54, 'slug': 'census-bureau'}]","['Commerce Department', 'Census Bureau']",,2018-08-24,,,Proposed Information Collection; Comment Request; 2018-2020 Business Research and Development Surveys,[],Notice,Artificial Intelligence
2018-17054,"The National Oceanic and Atmospheric Administration (NOAA) is seeking expression of interest from private firms interested in entering into a Cooperative Research and Development Agreement (CRADA) with NOAA to conduct collaborative research and development (R&D) on new and innovative approaches that could lead to new and better ways of processing, exploiting and disseminating space-based Earth and space weather observations from NOAA developed and deployed satellites, with a wide range of applications, societal and economic benefits.",Notice of availability; request for information.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2018-08-09,False,,Notice of Availability of a Request for Information: Expressions of Interest in Conducting Collaborative Research and Development on Innovative Approaches for Exploiting Environmental Data,[],Notice,Artificial Intelligence
2018-16608,"The Federal Trade Commission seeks comment in connection with a forthcoming series of public hearings in the fall and winter 2018 to examine whether broad-based changes in the economy, evolving business practices, new technologies, or international developments might require adjustments to competition and consumer protection law, enforcement priorities, and policy. These hearings will cover a range of issues listed in the SUPPLEMENTARY INFORMATION section below. The Commission seeks the views of consumers, business representatives, economists, lawyers, academics, information technology professionals, and other interested parties. Commenters are invited to address one or more of the following topics generally, or with respect to a specific industry.",Notice of hearings and request for comments.,"[{'raw_name': 'FEDERAL TRADE COMMISSION', 'name': 'Federal Trade Commission', 'id': 192, 'url': 'https://www.federalregister.gov/agencies/federal-trade-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/192.json', 'parent_id': None, 'slug': 'federal-trade-commission'}]",['Federal Trade Commission'],,2018-08-06,,,Hearings on Competition and Consumer Protection in the 21st Century,[],Notice,Artificial Intelligence
2018-16330,"The Department of Education is issuing a notice inviting applications for new awards for fiscal year (FY) 2018 for the Graduate Assistance in Areas of National Need (GAANN) Program, Catalog of Federal Domestic Assistance (CFDA) number 84.200A.",Notice.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2018-07-30,,,Applications for New Awards; Graduate Assistance in Areas of National Need,[],Notice,Artificial Intelligence
2018-16264,"The Department of Education is issuing a notice inviting applications for new awards for fiscal year (FY) 2018 for the Open Textbooks Pilot program conducted under the Fund for the Improvement of Postsecondary Education (FIPSE), Catalog of Federal Domestic Assistance (CFDA) number 84.116T.",Notice.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2018-07-30,,,Applications for New Awards; Fund for the Improvement of Postsecondary Education-Open Textbooks Pilot Program,[],Notice,Artificial Intelligence
2018-15955,,,"[{'raw_name': 'EXECUTIVE OFFICE OF THE PRESIDENT', 'name': 'Executive Office of the President', 'id': 538, 'url': 'https://www.federalregister.gov/agencies/executive-office-of-the-president', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/538.json', 'parent_id': None, 'slug': 'executive-office-of-the-president'}]",['Executive Office of the President'],,2018-07-24,,Executive Order,Establishing the President's National Council for the American Worker,[],Presidential Document,Artificial Intelligence
2018-15229,,,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2018-07-16,,,Sunshine Act Meetings; National Science Board,[],Notice,Artificial Intelligence
2018-15077,"The National Institute of Standards and Technology (NIST) on behalf of the Department of Commerce and the National Security Council is seeking information on the scope and sufficiency of efforts to educate, train, and attract the workforce necessary to meet the demands of the current and future semiconductor industry, in support of the President's National Security Strategy.",Notice; Request for Information (RFI).,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Institute of Standards and Technology', 'name': 'National Institute of Standards and Technology', 'id': 352, 'url': 'https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/352.json', 'parent_id': 54, 'slug': 'national-institute-of-standards-and-technology'}]","['Commerce Department', 'National Institute of Standards and Technology']",,2018-07-16,,,Current and Future Workforce Needs to Support a Strong Domestic Semiconductor Industry,[],Notice,Artificial Intelligence
2018-14984,,,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2018-07-12,,,Sunshine Act Meetings; National Science Board,[],Notice,Artificial Intelligence
2018-12075,"Recognizing the vital importance of the internet and digital communications to U.S. innovation, prosperity, education, and civic and cultural life, the National Telecommunications and Information Administration (NTIA) of the U.S. Department of Commerce has made it a top priority to encourage growth and innovation for the internet and internet-enabled economy. Towards that end, NTIA is seeking comments and recommendations from all interested stakeholders on its international internet policy priorities for 2018 and beyond. These comments will help inform NTIA to identify priority issues and help NTIA effectively leverage its resources and expertise to address those issues.",Notice of inquiry.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Telecommunications and Information Administration', 'name': 'National Telecommunications and Information Administration', 'id': 373, 'url': 'https://www.federalregister.gov/agencies/national-telecommunications-and-information-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/373.json', 'parent_id': 54, 'slug': 'national-telecommunications-and-information-administration'}]","['Commerce Department', 'National Telecommunications and Information Administration']",,2018-06-05,False,,International internet Policy Priorities,[],Notice,Artificial Intelligence
2018-10588,The Department of Defense (DoD) is publishing this notice to announce that the following Federal Advisory Committee meeting of the Defense Science Board will take place.,Notice of Federal Advisory Committee meeting.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Office of the Secretary'}]","['Defense Department', 'Office of the Secretary']",,2018-05-18,,,Defense Science Board; Notice of Federal Advisory Committee Meeting,[],Notice,Artificial Intelligence
2018-10165,"The National Institute for Occupational Safety and Health of the Centers for Disease Control and Prevention has recently established the Center for Occupational Robotics Research. NIOSH is requesting information to guide the prioritization of research to be undertaken by the Center. NIOSH is seeking input on priority gaps in knowledge on the safety and health of humans working with robotics technology, with an emphasis on worker safety and health research which is unlikely to be completed by other federal agencies, academia, and the private sector.",Request for information and comment.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Disease Control and Prevention', 'name': 'Centers for Disease Control and Prevention', 'id': 44, 'url': 'https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/44.json', 'parent_id': 221, 'slug': 'centers-for-disease-control-and-prevention'}]","['Health and Human Services Department', 'Centers for Disease Control and Prevention']",,2018-05-14,,,Occupational Robotics Research Prioritization,[],Notice,Artificial Intelligence
2018-10128,"National Institute of Standards and Technology (NIST)'s Visiting Committee on Advanced Technology (VCAT or Committee) will meet on Tuesday, June 5, 2018, from 8:30 a.m. to 5:00 p.m. Eastern Time, and Wednesday June 6, 2018, from 8:30 a.m. to 11:30 a.m. Eastern Time. The VCAT is composed of not fewer than 9 members appointed by the NIST Director, eminent in such fields as business, research, new product development, engineering, labor, education, management consulting, environment, and international relations.",Notice of public meeting.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Institute of Standards and Technology', 'name': 'National Institute of Standards and Technology', 'id': 352, 'url': 'https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/352.json', 'parent_id': 54, 'slug': 'national-institute-of-standards-and-technology'}]","['Commerce Department', 'National Institute of Standards and Technology']",,2018-05-14,,,Visiting Committee on Advanced Technology,[],Notice,Artificial Intelligence
2018-08830,The Department of Defense (DoD) is publishing this notice to announce that the following Federal advisory committee meeting of the Defense Innovation Board (DIB) will take place.,Notice of Federal Advisory Committee meeting.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}]",['Defense Department'],,2018-04-26,,,Defense Innovation Board; Notice of Federal Advisory Committee Meeting,[],Notice,Artificial Intelligence
2018-08673,"In May 2017, the Commodity Futures Trading Commission (``Commission'' or ``CFTC'') launched a new initiative, LabCFTC, to spearhead the CFTC's effort to facilitate the development and implementation of market-enhancing financial technologies (``FinTech''). As part of that effort, CFTC staff are exploring opportunities to play a constructive role to stimulate innovation and leverage FinTech solutions that can enhance our regulated markets and help make the Commission more effective and efficient in satisfying its mission. The Science Prize Competition Act (``SPCA'') authorizes the CFTC to invest federal funds in science and early-stage technology research and development as well as in science, technology, engineering, and mathematics education. Under this authority, the CFTC may implement a competition and award prizes to stimulate innovation designed to advance the CFTC's mission. Accordingly, the Science Prize Competition Act may offer a useful mechanism to further the goals of LabCFTC and the CFTC's mission. This Request for Input solicits feedback on focus areas for potential prize competitions, and how competitions could best be structured and administered. The Commission welcomes all public comments.",Request for input.,"[{'raw_name': 'COMMODITY FUTURES TRADING COMMISSION', 'name': 'Commodity Futures Trading Commission', 'id': 77, 'url': 'https://www.federalregister.gov/agencies/commodity-futures-trading-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/77.json', 'parent_id': None, 'slug': 'commodity-futures-trading-commission'}]",['Commodity Futures Trading Commission'],,2018-04-25,,,Request for Input on LabCFTC Prize Competitions,[],Notice,Artificial Intelligence
2018-05661,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2018-03-21,,,"Joint Industry Plan; Notice of Filing of the Seventeenth Amendment to the National Market System Plan To Address Extraordinary Market Volatility by Cboe BZX Exchange, Inc., Cboe BYX Exchange, Inc., Cboe EDGA Exchange, Inc., Cboe EDGX Exchange, Inc., Chicago Stock Exchange, Inc., Financial Industry Regulatory Authority, Inc., Investors Exchange LLC, NASDAQ BX, Inc., NASDAQ PHLX LLC, The Nasdaq Stock Market LLC, NYSE National, Inc., New York Stock Exchange LLC, NYSE American LLC, and NYSE Arca, Inc.",[],Notice,Artificial Intelligence
2018-05660,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2018-03-21,,,"Joint Industry Plan; Notice of Filing and Immediate Effectiveness of the Sixteenth Amendment to the National Market System Plan To Address Extraordinary Market Volatility by Cboe BZX Exchange, Inc., Cboe BYX Exchange, Inc., Cboe EDGA Exchange, Inc., Cboe EDGX Exchange, Inc., Chicago Stock Exchange, Inc., Financial Industry Regulatory Authority, Inc., Investors Exchange LLC, NASDAQ BX, Inc., NASDAQ PHLX LLC, The Nasdaq Stock Market LLC, NYSE National, Inc., New York Stock Exchange LLC, NYSE American LLC, and NYSE Arca, Inc.",[],Notice,Artificial Intelligence
2018-05389,"The Food and Drug Administration (FDA), in collaboration with the Association of Food and Drug Officials (AFDO), is announcing the following public workshop entitled ``Pathways to Global Unity.'' This 2\1/2\-day public workshop is intended to provide information about FDA drug and device regulation to the regulated industries.",Notice of public workshop.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2018-03-16,,,Pathways to Global Unity; Public Workshop,[],Notice,Artificial Intelligence
2018-04291,"In order to support and strengthen the work that educators do every day in collaboration with parents, advocates, and community members, the Secretary issues 11 priorities and related definitions for use in currently authorized discretionary grant programs or programs that may be authorized in the future. The Secretary may choose to use an entire priority for a grant program or a particular competition or use one or more of the priority's component parts. These priorities and definitions replace the supplemental priorities published in the Federal Register on December 10, 2014 and September 14, 2016. However, if a notice inviting applications (NIA) published before the applicability date of this notice of final priorities and definitions included priorities from the December 10, 2014 or September 14, 2016 notices, the included priorities would be in effect for the duration of the applicable competition.",Final priorities and definitions.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2018-03-02,False,,Secretary's Final Supplemental Priorities and Definitions for Discretionary Grant Programs,[],Notice,Artificial Intelligence
